v12984	3/7	33.17	Microviridae
v12985	36/50	95.62	Peduoviridae
v12989	10/55	52.64	Peduoviridae
v12990	15/179	41.50	Herelleviridae
v12995	14/185	44.11	Herelleviridae
v13015	17/200	41.81	Herelleviridae
v13019	10/60	40.51	Aliceevansviridae
v13024	22/74	45.23	Aliceevansviridae
v13038	29/48	54.92	Peduoviridae
v13043	15/189	40.95	Herelleviridae
v13061	16/206	45.77	Herelleviridae
v13079	10/147	39.09	Herelleviridae
v13122	10/50	44.71	Aliceevansviridae
v13124	23/301	37.85	Herelleviridae
v13125	5/15	50.24	Aliceevansviridae
v13134	13/106	46.71	Aliceevansviridae
v13141	12/160	40.71	Herelleviridae
v13148	14/232	38.71	Herelleviridae
v13157	10/53	41.27	Aliceevansviridae
v13161	10/250	37.98	Herelleviridae
v13162	4/7	99.67	Microviridae
v13185	24/291	41.40	Herelleviridae
v13194	25/300	40.48	Herelleviridae
v13198	11/214	41.35	Herelleviridae
v13199	13/222	39.87	Herelleviridae
v13208	12/210	50.97	Herelleviridae
v13219	6/8	81.80	Inoviridae
v13221	4/14	46.42	Inoviridae
v13229	5/10	47.56	Inoviridae
v13230	6/7	93.37	Inoviridae
v13232	5/10	86.62	Inoviridae
v13239	4/15	46.12	Inoviridae
v13247	6/9	92.22	Inoviridae
v13258	6/8	93.08	Inoviridae
v13266	2/8	34.70	Microviridae
v13267	4/18	54.05	Inoviridae
v13278	26/29	86.59	Peduoviridae
v13283	14/48	36.02	Winoviridae
v13285	8/28	50.41	Aliceevansviridae
v13287	11/44	45.08	Aliceevansviridae
v13297	16/241	39.36	Herelleviridae
v13304	14/60	46.79	Aliceevansviridae
v13305	31/35	60.40	Peduoviridae
v13306	37/52	87.05	Peduoviridae
v13307	10/50	44.42	Aliceevansviridae
v13313	14/91	45.49	Aliceevansviridae
v13320	8/31	42.12	Aliceevansviridae
v13322	10/54	42.14	Aliceevansviridae
v13324	10/55	50.34	Aliceevansviridae
v13326	5/8	68.70	Microviridae
v13330	34/39	75.41	Peduoviridae
v13341	10/129	40.06	Aliceevansviridae
v13353	8/12	66.70	Microviridae
v13356	17/157	42.56	Herelleviridae
v13370	10/60	48.49	Drexlerviridae
v13384	4/10	32.77	Microviridae
v13387	9/45	48.60	Aliceevansviridae
v13400	12/45	35.63	Winoviridae
v13405	5/17	97.76	Microviridae
v13406	6/6	89.02	Microviridae
v13409	32/33	93.42	Peduoviridae
v13411	40/41	88.54	Peduoviridae
v13419	36/37	90.60	Peduoviridae
v13426	33/36	91.29	Peduoviridae
v13437	14/48	42.96	Aliceevansviridae
v13444	13/38	40.55	Autographiviridae
v13472	8/12	97.38	Inoviridae
v13479	2/9	50.60	Inoviridae
v13487	7/7	84.63	Inoviridae
v13509	13/197	40.61	Herelleviridae
v13511	10/59	42.81	Aliceevansviridae
v13513	14/117	45.63	Peduoviridae
v13529	10/56	48.31	Aliceevansviridae
v13541	6/8	86.68	Microviridae
v13543	7/13	60.03	Microviridae
v13557	20/201	42.40	Herelleviridae
v13562	16/225	44.21	Herelleviridae
v13584	7/13	61.73	Microviridae
v13589	15/208	37.09	Herelleviridae
v13590	5/8	83.52	Microviridae
v13597	18/62	45.37	Aliceevansviridae
v13605	40/45	97.48	Peduoviridae
v13615	32/36	91.90	Peduoviridae
v13631	22/28	95.61	Peduoviridae
v13635	16/63	46.76	Aliceevansviridae
v13637	45/51	95.07	Peduoviridae
v13640	10/70	38.82	Aliceevansviridae
v13648	9/43	39.37	Aliceevansviridae
v13652	12/80	38.12	Aliceevansviridae
v13687	16/28	97.29	Peduoviridae
v13691	12/211	40.08	Herelleviridae
v13701	9/10	70.69	Microviridae
v13719	11/104	43.45	Aliceevansviridae
v13727	10/94	43.18	Aliceevansviridae
v13729	13/220	43.36	Herelleviridae
v13730	40/47	93.72	Peduoviridae
v13738	12/50	41.80	Aliceevansviridae
v13755	11/167	42.57	Herelleviridae
v13758	11/55	39.61	Aliceevansviridae
v13759	11/154	47.25	Aliceevansviridae
v13770	5/17	64.96	Microviridae
v13779	13/185	46.93	Herelleviridae
v13792	23/59	43.17	Peduoviridae
v13794	19/235	40.02	Herelleviridae
v13798	43/50	68.04	Peduoviridae
v13802	41/48	96.47	Peduoviridae
v13805	10/50	41.13	Aliceevansviridae
v13808	18/226	38.90	Herelleviridae
v13819	12/106	42.88	Aliceevansviridae
v13821	11/50	45.99	Aliceevansviridae
v13823	30/61	49.87	Peduoviridae
v13843	10/211	37.78	Herelleviridae
v13847	7/8	86.34	Inoviridae
v13858	10/26	73.50	Inoviridae
v13865	13/213	37.92	Herelleviridae
v13869	13/191	40.79	Herelleviridae
v13878	25/588	42.24	Straboviridae
v13879	9/11	76.56	Inoviridae
v13883	12/252	34.44	Herelleviridae
v13889	6/8	60.02	Inoviridae
v13891	26/299	39.73	Herelleviridae
v13892	10/49	48.41	Aliceevansviridae
v13908	10/47	46.20	Aliceevansviridae
v13910	10/48	38.23	Winoviridae
v13914	41/61	96.33	Peduoviridae
v13915	20/247	40.27	Herelleviridae
v13922	10/64	36.88	Aliceevansviridae
v13923	6/8	65.68	Microviridae
v13924	13/102	45.99	Drexlerviridae
v13926	10/37	40.16	Winoviridae
v13935	36/41	81.28	Peduoviridae
v13937	10/50	36.84	Winoviridae
v13939	29/36	91.77	Peduoviridae
v13952	11/44	48.16	Aliceevansviridae
v13961	15/460	39.06	Herelleviridae
v13977	42/44	94.71	Peduoviridae
v13981	61/113	48.19	Steigviridae
v13982	18/62	42.85	Autographiviridae
v13987	7/26	36.19	Aliceevansviridae
v14004	6/10	95.88	Microviridae
v14009	15/58	42.82	Aliceevansviridae
v14010	43/47	95.45	Peduoviridae
v14020	35/42	90.48	Peduoviridae
v14022	10/100	48.62	Suoliviridae
v14031	15/251	40.88	Herelleviridae
v14033	10/76	37.82	Aliceevansviridae
v14035	4/13	41.80	Microviridae
v14040	7/31	42.00	Aliceevansviridae
v14045	22/222	39.98	Herelleviridae
v14046	11/49	43.89	Aliceevansviridae
v14057	18/210	42.45	Herelleviridae
v14071	10/49	43.47	Aliceevansviridae
v14073	14/162	41.07	Herelleviridae
v14077	11/54	44.85	Drexlerviridae
v14078	5/25	40.16	Aliceevansviridae
v14080	9/12	65.08	Microviridae
v14088	27/33	91.92	Peduoviridae
v14089	33/36	93.13	Peduoviridae
v14091	35/38	95.08	Peduoviridae
v14092	10/55	40.02	Aliceevansviridae
v14098	10/117	47.25	Suoliviridae
v14099	17/226	38.86	Herelleviridae
v14106	13/74	42.21	Peduoviridae
v14108	4/8	43.00	Microviridae
v14111	10/136	40.69	Herelleviridae
v14147	12/62	47.52	Aliceevansviridae
v14152	32/34	99.03	Peduoviridae
v14170	7/31	45.54	Inoviridae
v14178	13/221	36.84	Herelleviridae
v14184	7/30	32.13	Duneviridae
v14210	2/10	47.10	Inoviridae
v14213	10/144	38.62	Herelleviridae
v14217	14/160	36.45	Herelleviridae
v14223	4/8	44.00	Inoviridae
v14243	6/10	48.40	Inoviridae
v14258	6/9	90.75	Inoviridae
v14285	10/49	42.98	Aliceevansviridae
v14291	10/174	39.81	Herelleviridae
v14293	18/104	41.03	Aliceevansviridae
v14294	10/153	37.52	Aliceevansviridae
v14295	40/50	91.23	Peduoviridae
v14296	10/47	46.77	Aliceevansviridae
v14297	17/59	48.08	Aliceevansviridae
v14299	11/53	43.22	Aliceevansviridae
v14304	11/76	42.38	Aliceevansviridae
v14308	21/50	50.30	Aliceevansviridae
v14311	35/48	88.44	Peduoviridae
v14320	32/90	44.14	Autographiviridae
v14332	10/54	42.72	Aliceevansviridae
v14336	12/63	41.33	Winoviridae
v14346	10/95	48.47	Suoliviridae
v14352	24/57	52.33	Aliceevansviridae
v14355	7/33	34.26	Winoviridae
v14358	12/221	39.96	Herelleviridae
v14368	16/52	47.29	Autographiviridae
v14371	16/154	38.91	Suoliviridae
v14375	11/116	42.15	Herelleviridae
v14386	11/75	47.37	Aliceevansviridae
v14393	10/56	42.90	Aliceevansviridae
v14398	18/21	83.47	Peduoviridae
v14404	14/100	36.02	Winoviridae
v14417	23/62	45.15	Aliceevansviridae
v14419	11/138	41.42	Herelleviridae
v14427	10/88	44.07	Aliceevansviridae
v14439	98/157	94.07	Suoliviridae
v14443	12/85	38.80	Aliceevansviridae
v14449	35/37	82.41	Peduoviridae
v14458	10/82	43.57	Aliceevansviridae
v14463	14/236	40.20	Herelleviridae
v14470	10/57	61.81	Peduoviridae
v14473	10/74	50.83	Aliceevansviridae
v14483	8/12	66.38	Microviridae
v14484	10/187	36.31	Herelleviridae
v14485	12/136	42.82	Herelleviridae
v14487	11/50	42.61	Aliceevansviridae
v14497	29/29	95.28	Autographiviridae
v14498	11/58	61.64	Peduoviridae
v14505	10/46	37.19	Aliceevansviridae
v14514	20/238	38.63	Herelleviridae
v14520	15/201	41.63	Herelleviridae
v14534	12/48	50.01	Aliceevansviridae
v14538	21/70	46.68	Aliceevansviridae
v14540	12/125	39.95	Herelleviridae
v14556	11/47	43.82	Aliceevansviridae
v14558	10/51	46.09	Aliceevansviridae
v14576	4/4	60.30	Microviridae
v14577	20/60	45.53	Aliceevansviridae
v14582	10/51	42.40	Aliceevansviridae
v14584	21/258	41.68	Herelleviridae
v14591	11/102	43.41	Aliceevansviridae
v14597	10/50	46.89	Aliceevansviridae
v14605	7/7	78.63	Microviridae
v14608	11/183	39.75	Herelleviridae
v14609	16/231	43.76	Herelleviridae
v14613	12/128	41.15	Aliceevansviridae
v14620	13/74	38.67	Aliceevansviridae
v14629	10/47	45.90	Aliceevansviridae
v14632	11/47	46.42	Aliceevansviridae
v14633	10/125	47.84	Herelleviridae
v14635	18/220	42.08	Herelleviridae
v14637	16/101	51.65	Aliceevansviridae
v14638	31/36	70.26	Peduoviridae
v14642	41/61	95.19	Peduoviridae
v14648	16/232	43.94	Herelleviridae
v14649	18/228	44.16	Herelleviridae
v14658	10/72	41.98	Aliceevansviridae
v14659	3/5	38.50	Microviridae
v14666	16/232	36.92	Herelleviridae
v14685	11/49	46.25	Aliceevansviridae
v14686	32/35	94.65	Peduoviridae
v14687	11/70	46.25	Aliceevansviridae
v14688	11/54	46.25	Aliceevansviridae
v14690	16/238	40.61	Herelleviridae
v14700	41/45	95.13	Peduoviridae
v14725	8/25	47.26	Aliceevansviridae
v14726	13/53	47.57	Aliceevansviridae
v14729	15/263	34.66	Herelleviridae
v14734	14/58	49.61	Aliceevansviridae
v14737	10/65	41.00	Aliceevansviridae
v14739	29/36	91.59	Peduoviridae
v14757	13/224	38.78	Herelleviridae
v14760	9/43	34.84	Winoviridae
v14768	10/54	42.37	Aliceevansviridae
v14775	17/78	40.94	Aliceevansviridae
v14779	18/248	37.38	Herelleviridae
v14780	14/117	41.97	Aliceevansviridae
v14783	15/154	43.73	Herelleviridae
v14784	3/8	38.80	Microviridae
v14790	10/31	41.12	Aliceevansviridae
v14795	13/165	37.15	Herelleviridae
v14805	48/50	97.46	Peduoviridae
v14818	10/59	42.72	Aliceevansviridae
v14819	19/106	37.71	Aliceevansviridae
v14827	9/43	51.70	Aliceevansviridae
v14833	17/54	47.57	Aliceevansviridae
v14834	17/52	49.69	Aliceevansviridae
v14843	9/44	43.57	Aliceevansviridae
v14846	13/58	44.72	Autographiviridae
v14859	12/206	41.48	Herelleviridae
v14869	11/85	40.76	Aliceevansviridae
v14890	17/51	51.69	Aliceevansviridae
v14891	7/19	46.86	Aliceevansviridae
v14893	9/24	46.49	Autographiviridae
v14913	12/47	39.96	Aliceevansviridae
v14916	4/6	68.22	Microviridae
v14918	10/43	37.52	Aliceevansviridae
v14929	9/45	44.89	Aliceevansviridae
v14942	21/261	41.35	Herelleviridae
v14949	13/223	36.92	Herelleviridae
v14952	16/247	40.45	Herelleviridae
v14954	8/9	60.19	Microviridae
v14957	15/68	39.61	Aliceevansviridae
v14959	12/24	59.62	Aliceevansviridae
v14962	10/48	52.65	Aliceevansviridae
v14972	8/12	66.61	Microviridae
v14982	40/50	81.26	Peduoviridae
v14983	36/39	78.65	Peduoviridae
v14991	13/54	45.66	Aliceevansviridae
v15001	4/9	69.53	Microviridae
v15019	10/95	49.81	Suoliviridae
v15023	10/58	44.53	Aliceevansviridae
v15033	17/113	43.21	Aliceevansviridae
v15034	14/210	41.04	Herelleviridae
v15072	17/51	47.34	Autographiviridae
v15077	4/7	41.75	Microviridae
v15086	5/18	42.96	Microviridae
v15089	6/7	89.18	Microviridae
v15095	10/65	40.39	Aliceevansviridae
v15103	41/48	87.15	Peduoviridae
v15111	8/13	55.71	Inoviridae
v15115	11/164	39.64	Herelleviridae
v15116	3/15	45.27	Inoviridae
v15122	15/231	37.51	Herelleviridae
v15127	2/10	49.45	Inoviridae
v15130	2/7	53.70	Inoviridae
v15134	11/308	40.32	Herelleviridae
v15160	13/261	42.51	Herelleviridae
v15198	13/95	46.29	Drexlerviridae
v15203	40/50	98.15	Peduoviridae
v15207	35/49	65.74	Peduoviridae
v15210	37/50	89.27	Peduoviridae
v15214	6/9	46.60	Microviridae
v15221	12/205	41.68	Herelleviridae
v15242	13/64	44.46	Aliceevansviridae
v15244	6/14	47.65	Microviridae
v15246	13/138	49.85	Aliceevansviridae
v15258	18/67	48.29	Aliceevansviridae
v15259	14/59	47.74	Drexlerviridae
v15261	31/35	94.13	Peduoviridae
v15264	11/52	39.90	Aliceevansviridae
v15265	16/55	44.85	Aliceevansviridae
v15268	48/52	79.44	Aliceevansviridae
v15270	9/43	44.58	Aliceevansviridae
v15271	18/228	37.77	Herelleviridae
v15276	19/43	52.43	Aliceevansviridae
v15278	36/52	73.17	Aliceevansviridae
v15286	10/44	35.71	Aliceevansviridae
v15287	17/140	45.46	Autographiviridae
v15290	10/55	52.22	Aliceevansviridae
v15292	18/225	42.45	Herelleviridae
v15293	15/56	45.78	Aliceevansviridae
v15294	12/60	41.26	Aliceevansviridae
v15297	4/12	35.23	Microviridae
v15308	10/151	45.08	Herelleviridae
v15309	6/7	85.32	Microviridae
v15313	12/41	40.88	Aliceevansviridae
v15314	20/64	47.48	Aliceevansviridae
v15321	10/50	31.37	Winoviridae
v15323	11/104	46.05	Aliceevansviridae
v15324	10/54	39.00	Aliceevansviridae
v15327	20/214	40.75	Herelleviridae
v15336	3/8	46.00	Microviridae
v15342	3/8	57.53	Microviridae
v15349	21/52	51.70	Aliceevansviridae
v15352	17/127	42.24	Autographiviridae
v15364	11/53	42.76	Aliceevansviridae
v15375	19/45	45.65	Autographiviridae
v15380	17/51	47.15	Aliceevansviridae
v15408	29/31	94.39	Peduoviridae
v15416	6/8	89.88	Microviridae
v15418	10/203	36.67	Herelleviridae
v15420	9/41	39.74	Aliceevansviridae
v15421	19/284	40.97	Herelleviridae
v15422	11/85	39.34	Herelleviridae
v15423	14/31	50.19	Aliceevansviridae
v15424	14/52	39.22	Aliceevansviridae
v15425	12/60	40.27	Aliceevansviridae
v15426	10/53	39.07	Aliceevansviridae
v15435	11/54	44.04	Aliceevansviridae
v15437	37/41	93.77	Peduoviridae
v15443	43/50	93.82	Peduoviridae
v15451	10/69	42.33	Aliceevansviridae
v15458	10/39	41.55	Winoviridae
v15466	10/48	47.31	Aliceevansviridae
v15469	11/98	41.07	Winoviridae
v15474	16/87	42.88	Aliceevansviridae
v15477	17/58	47.12	Aliceevansviridae
v15492	32/106	46.28	Aliceevansviridae
v15510	10/50	50.03	Aliceevansviridae
v15513	13/212	39.99	Herelleviridae
v15524	10/55	42.66	Aliceevansviridae
v15525	10/53	39.10	Aliceevansviridae
v15526	10/83	38.77	Aliceevansviridae
v15530	5/8	95.88	Microviridae
v15534	15/56	46.85	Aliceevansviridae
v15535	15/55	42.97	Aliceevansviridae
v15537	19/247	39.66	Herelleviridae
v15538	10/54	46.19	Aliceevansviridae
v15581	11/67	42.42	Mesyanzhinovviridae
v15586	22/238	39.84	Herelleviridae
v15594	16/68	43.77	Aliceevansviridae
v15596	18/49	44.06	Aliceevansviridae
v15604	10/66	45.44	Aliceevansviridae
v15606	8/40	42.15	Winoviridae
v15609	11/49	37.67	Winoviridae
v15627	16/193	40.28	Herelleviridae
v15629	14/104	39.40	Aliceevansviridae
v15633	20/230	40.77	Herelleviridae
v15639	16/40	49.08	Aliceevansviridae
v15642	6/9	58.15	Microviridae
v15651	10/159	38.30	Herelleviridae
v15663	13/208	38.10	Herelleviridae
v15686	12/98	41.83	Aliceevansviridae
v15692	6/6	78.05	Microviridae
v15698	20/220	43.01	Herelleviridae
v15710	18/225	39.04	Herelleviridae
v15720	13/233	41.90	Herelleviridae
v15726	20/229	40.80	Herelleviridae
v15735	3/10	56.60	Inoviridae
v15755	7/8	93.89	Inoviridae
v15765	2/4	34.95	Herelleviridae
v15768	14/336	38.14	Herelleviridae
v15772	2/10	49.40	Inoviridae
v15783	4/13	71.50	Inoviridae
v15788	19/132	46.51	Drexlerviridae
v15789	9/43	42.66	Aliceevansviridae
v15801	4/4	55.62	Microviridae
v15815	13/49	44.18	Autographiviridae
v15825	12/142	40.29	Herelleviridae
v15830	10/197	35.06	Herelleviridae
v15833	13/220	38.02	Herelleviridae
v15837	5/6	60.16	Microviridae
v15846	12/53	44.48	Aliceevansviridae
v15850	4/8	39.95	Microviridae
v15852	10/48	41.82	Aliceevansviridae
v15856	11/61	41.62	Winoviridae
v15865	22/178	42.35	Herelleviridae
v15866	16/248	39.08	Herelleviridae
v15877	17/67	41.39	Aliceevansviridae
v15880	13/154	39.90	Aliceevansviridae
v15882	6/8	59.40	Microviridae
v15888	12/175	40.17	Herelleviridae
v15891	10/63	43.11	Aliceevansviridae
v15892	17/237	36.36	Herelleviridae
v15895	9/42	41.20	Aliceevansviridae
v15905	10/48	41.76	Aliceevansviridae
v15906	11/62	37.25	Aliceevansviridae
v15908	17/198	37.76	Herelleviridae
v15909	12/66	44.87	Aliceevansviridae
v15915	3/7	38.40	Microviridae
v15938	19/53	41.68	Autographiviridae
v15945	4/11	36.27	Microviridae
v15950	18/48	44.32	Autographiviridae
v15958	6/15	88.18	Microviridae
v15968	11/43	40.68	Aliceevansviridae
v15981	42/44	95.57	Peduoviridae
v15982	10/87	45.05	Aliceevansviridae
v15983	33/39	90.62	Peduoviridae
v16001	12/246	42.50	Herelleviridae
v16002	9/42	41.40	Aliceevansviridae
v16003	32/50	76.33	Peduoviridae
v16006	5/8	89.28	Microviridae
v16009	22/25	96.86	Peduoviridae
v16024	19/65	43.87	Aliceevansviridae
v16028	14/212	39.24	Herelleviridae
v16030	13/232	37.63	Herelleviridae
v16035	35/46	87.65	Peduoviridae
v16037	12/56	42.73	Drexlerviridae
v16041	4/10	45.95	Microviridae
v16051	5/8	44.16	Microviridae
v16052	11/52	42.52	Winoviridae
v16054	6/19	37.65	Salasmaviridae
v16056	4/10	33.17	Microviridae
v16062	13/60	39.87	Aliceevansviridae
v16066	10/52	46.80	Aliceevansviridae
v16075	17/231	41.06	Herelleviridae
v16084	11/58	42.95	Aliceevansviridae
v16097	10/65	37.69	Aliceevansviridae
v16105	8/34	49.55	Aliceevansviridae
v16115	27/291	37.67	Herelleviridae
v16118	19/54	43.37	Autographiviridae
v16121	15/69	43.33	Aliceevansviridae
v16123	12/49	40.41	Aliceevansviridae
v16135	12/61	40.17	Aliceevansviridae
v16136	9/39	49.44	Aliceevansviridae
v16144	17/222	39.69	Herelleviridae
v16160	35/60	59.69	Aliceevansviridae
v16163	26/27	90.62	Peduoviridae
v16165	42/44	95.46	Peduoviridae
v16177	15/102	42.31	Aliceevansviridae
v16185	10/100	45.03	Aliceevansviridae
v16187	13/51	36.07	Winoviridae
v16191	7/8	80.67	Inoviridae
v16198	6/8	93.93	Inoviridae
v16205	3/5	48.10	Inoviridae
v16224	10/48	42.58	Aliceevansviridae
v16225	10/64	34.77	Winoviridae
v16228	14/50	36.62	Winoviridae
v16238	10/52	47.70	Aliceevansviridae
v16247	40/44	93.54	Peduoviridae
v16249	11/57	61.25	Peduoviridae
v16251	10/37	35.24	Winoviridae
v16261	12/51	46.08	Aliceevansviridae
v16277	4/15	37.42	Microviridae
v16281	19/222	37.88	Herelleviridae
v16286	64/152	49.02	Steigviridae
v16304	11/53	39.33	Winoviridae
v16316	12/44	34.95	Winoviridae
v16319	4/7	41.20	Microviridae
v16327	21/221	44.80	Steigviridae
v16329	32/35	99.41	Peduoviridae
v16338	50/57	87.36	Aliceevansviridae
v16339	4/15	30.30	Salasmaviridae
v16344	11/132	46.23	Aliceevansviridae
v16346	5/19	32.52	Guelinviridae
v16355	6/9	59.50	Microviridae
v16359	8/8	72.58	Microviridae
v16362	5/22	33.66	Salasmaviridae
v16363	4/19	32.10	Guelinviridae
v16370	4/16	31.32	Guelinviridae
v16376	7/7	90.70	Microviridae
v16384	5/6	52.18	Microviridae
v16385	6/7	95.05	Microviridae
v16387	110/116	94.39	Steigviridae
v16388	9/10	62.11	Microviridae
v16389	82/89	86.53	Suoliviridae
v16397	92/104	87.20	Suoliviridae
v16398	81/81	98.60	Drexlerviridae
v16410	4/15	32.15	Guelinviridae
v16413	3/15	31.73	Guelinviridae
v16419	5/19	32.84	Guelinviridae
v16423	8/8	65.46	Microviridae
v16424	4/11	34.42	Guelinviridae
v16425	11/139	49.49	Aliceevansviridae
v16429	25/53	45.68	Autographiviridae
v16436	11/62	41.35	Aliceevansviridae
v16440	2/9	31.00	Microviridae
v16441	6/8	79.17	Microviridae
v16449	7/7	75.00	Microviridae
v16450	7/9	59.87	Microviridae
v16453	7/7	73.04	Microviridae
v16454	8/9	56.89	Microviridae
v16460	5/5	69.18	Microviridae
v16461	7/9	81.01	Microviridae
v16462	7/7	87.73	Microviridae
v16465	6/6	72.93	Microviridae
v16473	2/7	30.50	Microviridae
v16475	5/8	47.78	Microviridae
v16479	6/6	78.65	Microviridae
v16481	5/18	32.46	Guelinviridae
v16485	8/10	82.99	Microviridae
v16488	7/22	37.59	Salasmaviridae
v16493	37/43	88.39	Peduoviridae
v16496	30/32	96.07	Peduoviridae
v16504	95/100	93.57	Steigviridae
v16513	77/77	98.86	Drexlerviridae
v16514	10/67	43.24	Steigviridae
v16522	7/31	37.63	Aliceevansviridae
v16524	8/36	45.54	Drexlerviridae
v16526	8/29	48.77	Aliceevansviridae
v16529	6/8	79.78	Microviridae
v16535	37/38	74.45	Peduoviridae
v16537	35/40	86.26	Peduoviridae
v16539	10/109	41.55	Casjensviridae
v16540	14/61	46.14	Peduoviridae
v16542	5/17	32.60	Guelinviridae
v16543	19/194	40.44	Suoliviridae
v16544	3/9	47.63	Inoviridae
v16553	7/10	60.66	Microviridae
v16554	10/140	47.57	Suoliviridae
v16556	8/31	38.33	Salasmaviridae
v16560	7/25	36.43	Salasmaviridae
v16561	7/7	76.97	Microviridae
v16569	5/7	50.38	Microviridae
v16572	5/24	43.10	Aliceevansviridae
v16578	5/8	73.72	Microviridae
v16580	7/21	35.81	Salasmaviridae
v16582	6/25	36.98	Salasmaviridae
v16585	5/19	81.90	Peduoviridae
v16589	6/20	36.38	Salasmaviridae
v16590	5/7	67.88	Microviridae
v16600	9/9	61.33	Microviridae
v16607	5/18	32.44	Guelinviridae
v16615	5/10	49.38	Microviridae
v16618	2/9	46.55	Inoviridae
v16620	11/63	40.74	Aliceevansviridae
v16621	3/15	46.00	Inoviridae
v16623	7/20	33.66	Guelinviridae
v16624	7/9	80.93	Microviridae
v16627	50/66	95.34	Peduoviridae
v16633	6/7	70.57	Microviridae
v16634	8/22	38.91	Salasmaviridae
v16637	7/19	36.29	Salasmaviridae
v16662	82/85	92.36	Intestiviridae
v16663	5/10	48.18	Microviridae
v16670	6/7	94.87	Microviridae
v16672	2/10	43.25	Inoviridae
v16674	6/8	65.30	Microviridae
v16675	7/8	83.37	Microviridae
v16685	7/24	37.41	Salasmaviridae
v16691	6/27	54.90	Aliceevansviridae
v16692	4/7	52.77	Microviridae
v16693	6/17	37.33	Salasmaviridae
v16696	4/18	31.05	Guelinviridae
v16704	7/20	35.20	Salasmaviridae
v16705	88/113	57.01	Steigviridae
v16708	4/6	42.67	Microviridae
v16711	10/10	63.59	Microviridae
v16712	5/15	32.70	Guelinviridae
v16717	7/8	61.14	Microviridae
v16718	7/9	62.11	Microviridae
v16720	7/7	80.04	Microviridae
v16723	8/16	36.35	Salasmaviridae
v16726	5/7	46.24	Microviridae
v16728	6/19	37.98	Salasmaviridae
v16740	7/33	44.01	Aliceevansviridae
v16745	10/72	37.06	Aliceevansviridae
v16750	4/17	31.48	Guelinviridae
v16756	10/95	50.53	Suoliviridae
v16758	8/9	56.96	Microviridae
v16776	39/39	96.02	Peduoviridae
v16785	8/24	33.44	Salasmaviridae
v16790	4/17	31.12	Guelinviridae
v16791	5/24	36.04	Salasmaviridae
v16792	7/7	75.16	Microviridae
v16793	4/7	41.85	Microviridae
v16801	76/83	88.72	Suoliviridae
v16803	6/16	33.62	Salasmaviridae
v16814	17/50	46.04	Autographiviridae
v16821	5/19	33.42	Guelinviridae
v16822	5/16	45.74	Aliceevansviridae
v16824	10/44	41.56	Aliceevansviridae
v16831	7/7	78.93	Microviridae
v16835	3/8	41.10	Microviridae
v16836	14/159	40.55	Herelleviridae
v16838	6/6	76.88	Microviridae
v16851	10/33	38.52	Guelinviridae
v16854	2/8	30.85	Microviridae
v16860	7/7	79.37	Microviridae
v16862	8/8	62.05	Microviridae
v16864	11/128	41.45	Herelleviridae
v16867	18/142	39.50	Herelleviridae
v16869	3/5	39.20	Microviridae
v16880	7/20	39.56	Guelinviridae
v16881	7/34	41.09	Aliceevansviridae
v16883	14/172	45.29	Herelleviridae
v16884	19/58	40.63	Aliceevansviridae
v16885	13/30	49.86	Aliceevansviridae
v16887	7/11	93.17	Microviridae
v16889	6/9	46.02	Microviridae
v16891	4/9	37.73	Microviridae
v16892	7/7	76.80	Microviridae
v16893	4/6	41.08	Microviridae
v16894	46/62	77.63	Aliceevansviridae
v16895	8/9	59.98	Microviridae
v16898	5/9	43.88	Microviridae
v16899	6/9	68.95	Microviridae
v16901	6/6	63.92	Microviridae
v16902	49/49	98.86	Autographiviridae
v16903	56/56	96.69	Autographiviridae
v16905	6/9	87.63	Microviridae
v16906	5/9	49.52	Microviridae
v16908	1/1	36.80	Metaviridae
v16911	12/77	43.38	Drexlerviridae
v16915	6/8	67.22	Microviridae
v16918	12/84	39.62	Aliceevansviridae
v16920	49/49	96.12	Autographiviridae
v16921	12/67	42.11	Aliceevansviridae
v16923	4/7	35.70	Microviridae
v16925	6/7	73.67	Microviridae
v16929	10/49	41.70	Aliceevansviridae
v16930	5/21	34.58	Guelinviridae
v16933	6/21	56.93	Aliceevansviridae
v16934	29/47	73.97	Aliceevansviridae
v16935	29/63	60.37	Aliceevansviridae
v16939	4/9	38.15	Microviridae
v16949	8/30	59.10	Aliceevansviridae
v16955	14/207	34.25	Herelleviridae
v16961	6/29	40.72	Aliceevansviridae
v16963	7/7	79.49	Microviridae
v16964	37/79	52.19	Schitoviridae
v16966	4/20	33.58	Guelinviridae
v16967	38/47	79.54	Aliceevansviridae
v16968	17/235	39.33	Herelleviridae
v16973	15/203	39.69	Herelleviridae
v16974	20/29	64.64	Aliceevansviridae
v16975	51/55	89.98	Aliceevansviridae
v16977	5/15	32.52	Guelinviridae
v16985	7/9	60.56	Microviridae
v16986	12/81	47.27	Drexlerviridae
v16987	5/14	59.50	Aliceevansviridae
v16992	23/23	82.46	Aliceevansviridae
v16993	6/8	64.55	Microviridae
v16994	38/62	78.89	Aliceevansviridae
v16995	15/50	41.16	Aliceevansviridae
v16998	4/5	46.10	Microviridae
v16999	43/50	69.62	Aliceevansviridae
v17000	6/7	81.65	Microviridae
v17001	5/6	43.36	Microviridae
v17002	7/8	83.71	Microviridae
v17006	18/240	37.51	Herelleviridae
v17013	13/98	47.39	Drexlerviridae
